id,city,date,player_of_match,venue,team1,team2,toss_winner,toss_decision,result,winner,win_by_runs,win_by_wickets,umpire1,umpire2
366,Chandigarh,5/13/2012,DJ Hussey,"Punjab Cricket Association Stadium, Mohali",Deccan Chargers,Kings XI Punjab,Deccan Chargers,bat,normal,Kings XI Punjab,0,4,HDPK Dharmasena,BNJ Oxenford
363,Kolkata,05-12-2012,RG Sharma,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,Mumbai Indians,27,0,S Ravi,SJA Taufel
364,Chennai,05-12-2012,BW Hilfenhaus,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,9,S Das,BR Doctrove
362,Pune,05-11-2012,CH Gayle,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,Royal Challengers Bangalore,35,0,BF Bowden,SK Tarapore
331,Hyderabad,05-10-2012,DA Warner,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,Delhi Daredevils,0,9,JD Cloete,SJA Taufel
361,Jaipur,05-10-2012,BW Hilfenhaus,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,4,BNJ Oxenford,C Shamshuddin
360,Mumbai,05-09-2012,CH Gayle,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,9,BF Bowden,VA Kulkarni
358,Pune,05-08-2012,SR Watson,Subrata Roy Sahara Stadium,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,normal,Rajasthan Royals,0,7,Asad Rauf,BR Doctrove
359,Hyderabad,05-08-2012,Mandeep Singh,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,normal,Kings XI Punjab,25,0,HDPK Dharmasena,BNJ Oxenford
357,Delhi,05-07-2012,JH Kallis,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,Kolkata Knight Riders,0,6,JD Cloete,S Ravi
355,Mumbai,05-06-2012,DR Smith,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,2,Asad Rauf,S Asnani
356,Bangalore,05-06-2012,AB de Villiers,M Chinnaswamy Stadium,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,5,HDPK Dharmasena,BNJ Oxenford
353,Kolkata,05-05-2012,SP Narine,Eden Gardens,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,7,0,BF Bowden,SK Tarapore
354,Chandigarh,05-05-2012,SR Watson,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,normal,Rajasthan Royals,43,0,JD Cloete,SJA Taufel
352,Chennai,05-04-2012,SK Raina,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,Chennai Super Kings,10,0,HDPK Dharmasena,BNJ Oxenford
351,Pune,05-03-2012,SL Malinga,Subrata Roy Sahara Stadium,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,normal,Mumbai Indians,1,0,Asad Rauf,S Asnani
350,Bangalore,05-02-2012,Azhar Mahmood,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,4,BF Bowden,C Shamshuddin
348,Cuttack,05-01-2012,KC Sangakkara,Barabati Stadium,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,Deccan Chargers,13,0,Aleem Dar,AK Chaudhary
349,Jaipur,05-01-2012,P Negi,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,normal,Delhi Daredevils,0,6,JD Cloete,SJA Taufel
347,Chennai,4/30/2012,G Gambhir,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,Kolkata Knight Riders,0,5,BF Bowden,C Shamshuddin
345,Delhi,4/29/2012,V Sehwag,Feroz Shah Kotla,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,Delhi Daredevils,1,0,S Ravi,RJ Tucker
346,Mumbai,4/29/2012,DW Steyn,Wankhede Stadium,Deccan Chargers,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,5,AK Chaudhary,BNJ Oxenford
343,Chennai,4/28/2012,Mandeep Singh,"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,Kings XI Punjab,7,0,BF Bowden,SK Tarapore
344,Kolkata,4/28/2012,G Gambhir,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,47,0,Asad Rauf,BR Doctrove
342,Delhi,4/27/2012,V Sehwag,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,Delhi Daredevils,37,0,Aleem Dar,BNJ Oxenford
341,Pune,4/26/2012,CL White,Subrata Roy Sahara Stadium,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,normal,Deccan Chargers,18,0,S Ravi,RJ Tucker
340,Chandigarh,4/25/2012,AT Rayudu,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,Mumbai Indians,0,4,Aleem Dar,BNJ Oxenford
339,Pune,4/24/2012,V Sehwag,Subrata Roy Sahara Stadium,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,normal,Delhi Daredevils,0,8,S Ravi,RJ Tucker
338,Jaipur,4/23/2012,AB de Villiers,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,Royal Challengers Bangalore,46,0,Asad Rauf,S Asnani
336,Mumbai,4/22/2012,SE Marsh,Wankhede Stadium,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,Kings XI Punjab,0,6,S Ravi,RJ Tucker
337,Cuttack,4/22/2012,B Lee,Barabati Stadium,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,5,BF Bowden,SK Tarapore
334,Chennai,4/21/2012,F du Plessis,"MA Chidambaram Stadium, Chepauk",Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Chennai Super Kings,0,7,Aleem Dar,BNJ Oxenford
335,Delhi,4/21/2012,SC Ganguly,Feroz Shah Kotla,Pune Warriors,Delhi Daredevils,Delhi Daredevils,field,normal,Pune Warriors,20,0,Asad Rauf,S Das
333,Chandigarh,4/20/2012,CH Gayle,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,5,S Ravi,RJ Tucker
323,Delhi,4/19/2012,KP Pietersen,Feroz Shah Kotla,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,Delhi Daredevils,0,5,BF Bowden,SK Tarapore
332,Chennai,4/19/2012,KMDN Kulasekara,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Pune Warriors,Pune Warriors,field,normal,Chennai Super Kings,13,0,Asad Rauf,S Das
330,Chandigarh,4/18/2012,G Gambhir,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,Kolkata Knight Riders,0,8,JD Cloete,RJ Tucker
328,Jaipur,4/17/2012,BJ Hodge,Sawai Mansingh Stadium,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,normal,Rajasthan Royals,0,5,Aleem Dar,BNJ Oxenford
329,Bangalore,4/17/2012,CH Gayle,M Chinnaswamy Stadium,Pune Warriors,Royal Challengers Bangalore,Pune Warriors,bat,normal,Royal Challengers Bangalore,0,6,S Asnani,S Das
327,Mumbai,4/16/2012,S Nadeem,Wankhede Stadium,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,7,BF Bowden,SK Tarapore
325,Kolkata,4/15/2012,SP Narine,Eden Gardens,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kings XI Punjab,2,0,Asad Rauf,S Asnani
326,Bangalore,4/15/2012,AM Rahane,M Chinnaswamy Stadium,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,Rajasthan Royals,59,0,JD Cloete,RJ Tucker
324,Pune,4/14/2012,JD Ryder,Subrata Roy Sahara Stadium,Chennai Super Kings,Pune Warriors,Chennai Super Kings,bat,normal,Pune Warriors,0,7,Aleem Dar,BNJ Oxenford
322,Kolkata,4/13/2012,Shakib Al Hasan,Eden Gardens,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,Kolkata Knight Riders,0,5,Asad Rauf,S Asnani
320,Chennai,04-12-2012,F du Plessis,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,Chennai Super Kings,0,5,HDPK Dharmasena,RJ Tucker
321,Chandigarh,04-12-2012,AD Mascarenhas,"Punjab Cricket Association Stadium, Mohali",Pune Warriors,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,7,VA Kulkarni,SK Tarapore
319,Mumbai,04-11-2012,KA Pollard,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,Mumbai Indians,27,0,Aleem Dar,BNJ Oxenford
317,Bangalore,04-10-2012,L Balaji,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders,42,0,S Ravi,RJ Tucker
318,Delhi,04-10-2012,M Morkel,Feroz Shah Kotla,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,8,Asad Rauf,SK Tarapore
316,Visakhapatnam,04-09-2012,RG Sharma,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,Mumbai Indians,0,5,AK Chaudhary,JD Cloete
314,Jaipur,04-08-2012,BJ Hodge,Sawai Mansingh Stadium,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Rajasthan Royals,22,0,BF Bowden,VA Kulkarni
315,Pune,04-08-2012,MN Samuels,Subrata Roy Sahara Stadium,Pune Warriors,Kings XI Punjab,Pune Warriors,bat,normal,Pune Warriors,22,0,S Das,SJA Taufel
312,Bangalore,04-07-2012,AB de Villiers,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,Royal Challengers Bangalore,20,0,S Asnani,S Ravi
313,Visakhapatnam,04-07-2012,RA Jadeja,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,normal,Chennai Super Kings,74,0,JD Cloete,HDPK Dharmasena
310,Mumbai,04-06-2012,SPD Smith,Wankhede Stadium,Pune Warriors,Mumbai Indians,Mumbai Indians,field,normal,Pune Warriors,28,0,AK Chaudhary,SJA Taufel
311,Jaipur,04-06-2012,AM Rahane,Sawai Mansingh Stadium,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,Rajasthan Royals,31,0,BF Bowden,SK Tarapore
309,Kolkata,04-05-2012,IK Pathan,Eden Gardens,Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils,0,8,S Asnani,HDPK Dharmasena
308,Chennai,04-04-2012,RE Levi,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,8,JD Cloete,SJA Taufel
307,Chennai,5/28/2011,M Vijay,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Chennai Super Kings,58,0,Asad Rauf,SJA Taufel
306,Chennai,5/27/2011,CH Gayle,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Royal Challengers Bangalore,43,0,Asad Rauf,SJA Taufel
305,Mumbai,5/25/2011,MM Patel,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,4,Asad Rauf,SJA Taufel
304,Mumbai,5/24/2011,SK Raina,Wankhede Stadium,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,6,Asad Rauf,SJA Taufel
302,Bangalore,5/22/2011,CH Gayle,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,8,K Hariharan,RE Koertzen
303,Kolkata,5/22/2011,JEC Franklin,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,5,SK Tarapore,SJA Taufel
300,Dharamsala,5/21/2011,S Dhawan,Himachal Pradesh Cricket Association Stadium,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,Deccan Chargers,82,0,Asad Rauf,AM Saheba
301,Delhi,5/21/2011,,Feroz Shah Kotla,Delhi Daredevils,Pune Warriors,Delhi Daredevils,bat,no result,No Result,0,0,SS Hazare,RJ Tucker
299,Mumbai,5/20/2011,SR Watson,Wankhede Stadium,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,Rajasthan Royals,0,10,RE Koertzen,PR Reiffel
298,Mumbai,5/19/2011,YK Pathan,Dr DY Patil Sports Academy,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,7,S Ravi,SJA Taufel
297,Chennai,5/18/2011,WP Saha,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kochi Tuskers Kerala,Chennai Super Kings,bat,normal,Chennai Super Kings,11,0,HDPK Dharmasena,RE Koertzen
296,Dharamsala,5/17/2011,AC Gilchrist,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,normal,Kings XI Punjab,111,0,Asad Rauf,AM Saheba
295,Mumbai,5/16/2011,A Mishra,Dr DY Patil Sports Academy,Pune Warriors,Deccan Chargers,Deccan Chargers,field,normal,Deccan Chargers,0,6,S Ravi,SK Tarapore
293,Dharamsala,5/15/2011,PP Chawla,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Kings XI Punjab,29,0,Asad Rauf,SL Shastri
294,Indore,5/15/2011,BJ Hodge,Holkar Cricket Stadium,Rajasthan Royals,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,Kochi Tuskers Kerala,0,8,PR Reiffel,RJ Tucker
291,Bangalore,5/14/2011,CH Gayle,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,4,RE Koertzen,RB Tiffin
292,Mumbai,5/14/2011,A Mishra,Wankhede Stadium,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,normal,Deccan Chargers,10,0,S Ravi,SK Tarapore
290,Indore,5/13/2011,KD Karthik,Holkar Cricket Stadium,Kochi Tuskers Kerala,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab,0,6,S Asnani,RJ Tucker
